"","order_id","order_date","ship_mode","segment","country","city","state","postal_code","region","category","sub_category","product_id","cost_price","list_price","quantity","discount_percent","discount","sale_price","profit"
"3873",3873,"2023-04-01","Second Class","Consumer","United States","San Diego","California",92105,"West","Furniture","Chairs","FUR-CH-10001854",700,840,3,2,16.8,823.2,123.2
"3874",3874,"2023-03-03","Second Class","Consumer","United States","Johnson City","Tennessee",37604,"South","Office Supplies","Envelopes","OFF-EN-10001099",20,20,3,2,0.4,19.6,-0.4
"3875",3875,"2023-05-23","Second Class","Consumer","United States","Johnson City","Tennessee",37604,"South","Office Supplies","Binders","OFF-BI-10001597",90,90,7,2,1.8,88.2,-1.8
"3876",3876,"2022-09-01","Second Class","Consumer","United States","Johnson City","Tennessee",37604,"South","Technology","Phones","TEC-PH-10002660",100,110,2,5,5.5,104.5,4.5
"3877",3877,"2023-01-16","Second Class","Consumer","United States","Johnson City","Tennessee",37604,"South","Office Supplies","Paper","OFF-PA-10000327",10,10,3,2,0.2,9.8,-0.2
"3878",3878,"2023-12-14","Standard Class","Consumer","United States","Tampa","Florida",33614,"South","Office Supplies","Binders","OFF-BI-10001191",40,40,5,4,1.6,38.4,-1.6
"3879",3879,"2022-05-27","First Class","Corporate","United States","Decatur","Illinois",62521,"Central","Office Supplies","Storage","OFF-ST-10003455",50,50,4,2,1,49,-1
"3880",3880,"2022-11-08","First Class","Corporate","United States","Decatur","Illinois",62521,"Central","Office Supplies","Storage","OFF-ST-10001031",40,50,4,4,2,48,8
"3881",3881,"2022-09-22","Standard Class","Consumer","United States","Gilbert","Arizona",85234,"West","Office Supplies","Paper","OFF-PA-10002245",10,10,2,2,0.2,9.8,-0.2
"3882",3882,"2023-09-26","Standard Class","Consumer","United States","Gilbert","Arizona",85234,"West","Office Supplies","Storage","OFF-ST-10004804",70,80,2,4,3.2,76.8,6.8
"3883",3883,"2022-01-31","Standard Class","Consumer","United States","Gilbert","Arizona",85234,"West","Furniture","Furnishings","FUR-FU-10004904",320,360,6,4,14.4,345.6,25.6
"3884",3884,"2023-12-18","Standard Class","Consumer","United States","Gilbert","Arizona",85234,"West","Furniture","Furnishings","FUR-FU-10002396",40,40,4,2,0.8,39.2,-0.8
"3885",3885,"2023-11-04","Standard Class","Corporate","United States","Knoxville","Tennessee",37918,"South","Office Supplies","Art","OFF-AR-10002833",0,0,3,3,0,0,0
"3886",3886,"2022-10-14","Standard Class","Consumer","United States","Chicago","Illinois",60653,"Central","Office Supplies","Binders","OFF-BI-10001072",10,10,4,4,0.4,9.6,-0.4
"3887",3887,"2022-10-25","Second Class","Consumer","United States","Bloomington","Indiana",47401,"Central","Technology","Phones","TEC-PH-10003171",110,130,3,2,2.6,127.4,17.4
"3888",3888,"2023-12-12","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Office Supplies","Art","OFF-AR-10004511",10,10,2,3,0.3,9.7,-0.3
"3889",3889,"2022-01-29","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Technology","Phones","TEC-PH-10001425",200,240,3,3,7.2,232.8,32.8
"3890",3890,"2022-07-23","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Office Supplies","Storage","OFF-ST-10001490",300,360,2,3,10.8,349.2,49.2
"3891",3891,"2022-08-21","Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Technology","Accessories","TEC-AC-10003033",550,660,2,4,26.4,633.6,83.6
"3892",3892,"2022-07-21","Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Furniture","Chairs","FUR-CH-10001394",1510,1680,6,2,33.6,1646.4,136.4
"3893",3893,"2023-01-17","Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Technology","Accessories","TEC-AC-10000420",480,560,8,4,22.4,537.6,57.6
"3894",3894,"2023-11-07","Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Technology","Accessories","TEC-AC-10004901",230,280,7,2,5.6,274.4,44.4
"3895",3895,"2023-10-09","Standard Class","Home Office","United States","Bolingbrook","Illinois",60440,"Central","Office Supplies","Binders","OFF-BI-10002571",10,10,5,2,0.2,9.8,-0.2
"3896",3896,"2023-11-07","Standard Class","Home Office","United States","Texarkana","Arkansas",71854,"South","Technology","Accessories","TEC-AC-10002331",40,50,5,2,1,49,9
"3897",3897,"2023-02-02","Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Fasteners","OFF-FA-10000611",0,0,3,4,0,0,0
"3898",3898,"2022-10-04","Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Paper","OFF-PA-10000304",20,20,3,4,0.8,19.2,-0.8
"3899",3899,"2022-04-25","Standard Class","Consumer","United States","Edinburg","Texas",78539,"Central","Office Supplies","Fasteners","OFF-FA-10000611",0,0,2,5,0,0,0
"3900",3900,"2022-06-03","First Class","Consumer","United States","Toledo","Ohio",43615,"East","Technology","Accessories","TEC-AC-10002567",110,130,2,3,3.9,126.1,16.1
"3901",3901,"2022-11-18","Standard Class","Corporate","United States","Baytown","Texas",77520,"Central","Office Supplies","Paper","OFF-PA-10001937",10,10,2,5,0.5,9.5,-0.5
"3902",3902,"2022-11-29","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Technology","Accessories","TEC-AC-10001090",40,50,2,3,1.5,48.5,8.5
"3903",3903,"2022-05-04","Second Class","Home Office","United States","Los Angeles","California",90045,"West","Office Supplies","Storage","OFF-ST-10000943",250,270,14,4,10.8,259.2,9.2
"3904",3904,"2023-10-29","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Appliances","OFF-AP-10004036",80,100,7,5,5,95,15
"3905",3905,"2022-02-18","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Storage","OFF-ST-10003816",470,560,4,3,16.8,543.2,73.2
"3906",3906,"2023-08-08","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Binders","OFF-BI-10002072",10,10,4,5,0.5,9.5,-0.5
"3907",3907,"2023-07-26","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Furniture","Furnishings","FUR-FU-10001468",490,550,4,5,27.5,522.5,32.5
"3908",3908,"2023-02-02","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Technology","Phones","TEC-PH-10000347",10,10,5,4,0.4,9.6,-0.4
"3909",3909,"2023-11-29","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Technology","Phones","TEC-PH-10002844",40,40,2,2,0.8,39.2,-0.8
"3910",3910,"2023-05-19","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Furniture","Furnishings","FUR-FU-10001037",10,10,1,2,0.2,9.8,-0.2
"3911",3911,"2022-07-03","Standard Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Furniture","Bookcases","FUR-BO-10004218",280,350,5,2,7,343,63
"3912",3912,"2022-03-08","First Class","Consumer","United States","Pearland","Texas",77581,"Central","Technology","Phones","TEC-PH-10001619",420,470,3,3,14.1,455.9,35.9
"3913",3913,"2022-09-08","Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Paper","OFF-PA-10001639",20,20,3,4,0.8,19.2,-0.8
"3914",3914,"2022-02-23","Standard Class","Corporate","United States","New York City","New York",10035,"East","Furniture","Furnishings","FUR-FU-10002268",10,10,2,3,0.3,9.7,-0.3
"3915",3915,"2022-06-30","Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Furniture","Tables","FUR-TA-10001932",750,800,5,3,24,776,26
"3916",3916,"2022-02-14","Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Furniture","Chairs","FUR-CH-10004218",140,160,2,5,8,152,12
"3917",3917,"2023-05-04","Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Office Supplies","Paper","OFF-PA-10000246",20,20,2,2,0.4,19.6,-0.4
"3918",3918,"2022-06-27","Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Office Supplies","Binders","OFF-BI-10003350",10,10,4,3,0.3,9.7,-0.3
"3919",3919,"2022-12-16","Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Furniture","Chairs","FUR-CH-10000513",270,310,3,4,12.4,297.6,27.6
"3920",3920,"2022-10-28","Standard Class","Corporate","United States","Chesapeake","Virginia",23320,"South","Office Supplies","Storage","OFF-ST-10001321",60,60,4,5,3,57,-3
"3921",3921,"2023-01-27","Standard Class","Corporate","United States","Chesapeake","Virginia",23320,"South","Office Supplies","Binders","OFF-BI-10004233",60,60,4,5,3,57,-3
"3922",3922,"2022-01-26","Second Class","Consumer","United States","Chicago","Illinois",60610,"Central","Technology","Phones","TEC-PH-10001299",310,360,3,4,14.4,345.6,35.6
"3923",3923,"2022-03-03","Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Paper","OFF-PA-10002479",20,30,6,4,1.2,28.8,8.8
"3924",3924,"2022-02-15","Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Paper","OFF-PA-10001461",30,30,5,2,0.6,29.4,-0.6
"3925",3925,"2022-08-15","Standard Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Storage","OFF-ST-10004963",30,30,2,5,1.5,28.5,-1.5
"3926",3926,"2023-08-26","Standard Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Storage","OFF-ST-10000943",50,60,3,4,2.4,57.6,7.6
"3927",3927,"2022-12-29","Standard Class","Consumer","United States","Seattle","Washington",98103,"West","Furniture","Furnishings","FUR-FU-10004671",30,40,2,2,0.8,39.2,9.2
"3928",3928,"2023-05-06","Standard Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Binders","OFF-BI-10002735",130,140,5,5,7,133,3
"3929",3929,"2023-07-03","First Class","Consumer","United States","Harlingen","Texas",78550,"Central","Furniture","Bookcases","FUR-BO-10004409",190,240,5,2,4.8,235.2,45.2
"3930",3930,"2022-07-18","First Class","Consumer","United States","Harlingen","Texas",78550,"Central","Office Supplies","Paper","OFF-PA-10001934",10,10,1,2,0.2,9.8,-0.2
"3931",3931,"2022-10-17","First Class","Consumer","United States","Harlingen","Texas",78550,"Central","Office Supplies","Art","OFF-AR-10001044",130,150,7,4,6,144,14
"3932",3932,"2023-03-26","Standard Class","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","Office Supplies","Art","OFF-AR-10004165",10,10,3,2,0.2,9.8,-0.2
"3933",3933,"2023-04-04","Standard Class","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","Technology","Accessories","TEC-AC-10001109",50,50,2,5,2.5,47.5,-2.5
"3934",3934,"2022-05-28","Standard Class","Consumer","United States","Bakersfield","California",93309,"West","Office Supplies","Art","OFF-AR-10001919",10,10,5,3,0.3,9.7,-0.3
"3935",3935,"2022-02-05","Standard Class","Consumer","United States","Bakersfield","California",93309,"West","Office Supplies","Labels","OFF-LA-10004544",70,70,5,2,1.4,68.6,-1.4
"3936",3936,"2023-10-21","Standard Class","Consumer","United States","Bakersfield","California",93309,"West","Technology","Phones","TEC-PH-10003484",180,200,2,5,10,190,10
"3937",3937,"2023-09-26","Standard Class","Consumer","United States","Grand Prairie","Texas",75051,"Central","Office Supplies","Envelopes","OFF-EN-10001028",20,30,3,4,1.2,28.8,8.8
"3938",3938,"2022-10-24","Standard Class","Consumer","United States","Grand Prairie","Texas",75051,"Central","Office Supplies","Paper","OFF-PA-10004156",30,30,3,3,0.9,29.1,-0.9
"3939",3939,"2023-05-20","Standard Class","Consumer","United States","Grand Prairie","Texas",75051,"Central","Furniture","Chairs","FUR-CH-10001708",190,200,2,2,4,196,6
"3940",3940,"2023-07-24","Same Day","Consumer","United States","Greenwood","Indiana",46142,"Central","Furniture","Chairs","FUR-CH-10003379",1350,1420,5,4,56.8,1363.2,13.2
"3941",3941,"2022-07-22","Standard Class","Consumer","United States","New York City","New York",10024,"East","Furniture","Furnishings","FUR-FU-10002456",10,10,2,4,0.4,9.6,-0.4
"3942",3942,"2022-02-17","Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Binders","OFF-BI-10000605",0,0,1,4,0,0,0
"3943",3943,"2022-05-04","Second Class","Consumer","United States","Memphis","Tennessee",38109,"South","Office Supplies","Paper","OFF-PA-10001166",20,30,5,3,0.9,29.1,9.1
"3944",3944,"2023-04-08","Standard Class","Consumer","United States","Buffalo","New York",14215,"East","Office Supplies","Supplies","OFF-SU-10000157",770,840,7,3,25.2,814.8,44.8
"3945",3945,"2023-06-20","Second Class","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Paper","OFF-PA-10004971",20,20,3,5,1,19,-1
"3946",3946,"2022-05-23","Standard Class","Consumer","United States","Homestead","Florida",33030,"South","Office Supplies","Paper","OFF-PA-10001977",30,40,1,3,1.2,38.8,8.8
"3947",3947,"2022-11-08","Standard Class","Consumer","United States","Homestead","Florida",33030,"South","Office Supplies","Supplies","OFF-SU-10001225",0,0,1,3,0,0,0
"3948",3948,"2022-09-22","Standard Class","Home Office","United States","Pasadena","Texas",77506,"Central","Office Supplies","Art","OFF-AR-10003514",10,10,2,2,0.2,9.8,-0.2
"3949",3949,"2022-04-18","Standard Class","Home Office","United States","Pasadena","Texas",77506,"Central","Office Supplies","Labels","OFF-LA-10003510",50,50,2,2,1,49,-1
"3950",3950,"2023-09-11","Standard Class","Home Office","United States","Pasadena","Texas",77506,"Central","Office Supplies","Paper","OFF-PA-10001970",20,20,2,3,0.6,19.4,-0.6
"3951",3951,"2023-01-11","Standard Class","Home Office","United States","Pasadena","Texas",77506,"Central","Furniture","Chairs","FUR-CH-10003817",240,260,6,2,5.2,254.8,14.8
"3952",3952,"2022-01-20","Second Class","Consumer","United States","Freeport","New York",11520,"East","Office Supplies","Binders","OFF-BI-10003676",20,20,2,2,0.4,19.6,-0.4
"3953",3953,"2022-01-22","Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Technology","Phones","TEC-PH-10003535",130,160,2,4,6.4,153.6,23.6
"3954",3954,"2022-07-25","Standard Class","Consumer","United States","Quincy","Massachusetts",2169,"East","Office Supplies","Paper","OFF-PA-10004675",10,10,2,2,0.2,9.8,-0.2
"3955",3955,"2022-12-02","Standard Class","Consumer","United States","Detroit","Michigan",48205,"Central","Furniture","Furnishings","FUR-FU-10004020",10,10,1,2,0.2,9.8,-0.2
"3956",3956,"2023-12-24","Standard Class","Consumer","United States","Detroit","Michigan",48205,"Central","Office Supplies","Art","OFF-AR-10001955",70,80,4,3,2.4,77.6,7.6
"3957",3957,"2022-06-09","Standard Class","Consumer","United States","San Francisco","California",94109,"West","Furniture","Furnishings","FUR-FU-10002364",20,20,3,2,0.4,19.6,-0.4
"3958",3958,"2022-11-17","Standard Class","Consumer","United States","Nashville","Tennessee",37211,"South","Office Supplies","Binders","OFF-BI-10002414",10,10,3,2,0.2,9.8,-0.2
"3959",3959,"2022-04-13","Standard Class","Consumer","United States","Nashville","Tennessee",37211,"South","Office Supplies","Art","OFF-AR-10003732",0,0,2,5,0,0,0
"3960",3960,"2023-02-01","Standard Class","Consumer","United States","Nashville","Tennessee",37211,"South","Furniture","Furnishings","FUR-FU-10001085",40,40,3,4,1.6,38.4,-1.6
"3961",3961,"2023-07-26","Standard Class","Corporate","United States","Detroit","Michigan",48227,"Central","Office Supplies","Binders","OFF-BI-10001249",30,40,6,2,0.8,39.2,9.2
"3962",3962,"2023-03-04","Standard Class","Corporate","United States","Detroit","Michigan",48227,"Central","Technology","Phones","TEC-PH-10002564",120,150,5,4,6,144,24
"3963",3963,"2022-02-10","First Class","Home Office","United States","Los Angeles","California",90045,"West","Office Supplies","Art","OFF-AR-10000634",10,10,3,5,0.5,9.5,-0.5
"3964",3964,"2022-07-26","First Class","Home Office","United States","Los Angeles","California",90045,"West","Furniture","Furnishings","FUR-FU-10004018",40,40,3,4,1.6,38.4,-1.6
"3965",3965,"2022-05-27","Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","Office Supplies","Art","OFF-AR-10003481",10,10,3,4,0.4,9.6,-0.4
"3966",3966,"2022-01-15","Second Class","Corporate","United States","Asheville","North Carolina",28806,"South","Office Supplies","Art","OFF-AR-10003651",10,10,3,3,0.3,9.7,-0.3
"3967",3967,"2022-12-23","Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Art","OFF-AR-10002956",80,90,4,2,1.8,88.2,8.2
"3968",3968,"2022-06-28","First Class","Home Office","United States","Colorado Springs","Colorado",80906,"West","Office Supplies","Binders","OFF-BI-10003638",30,40,7,3,1.2,38.8,8.8
"3969",3969,"2022-09-10","Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Binders","OFF-BI-10001890",10,10,8,5,0.5,9.5,-0.5
"3970",3970,"2023-03-20","Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Paper","OFF-PA-10002606",30,40,10,4,1.6,38.4,8.4
"3971",3971,"2022-12-26","Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Paper","OFF-PA-10002245",40,50,9,4,2,48,8
"3972",3972,"2022-07-05","Second Class","Home Office","United States","Sterling Heights","Michigan",48310,"Central","Office Supplies","Art","OFF-AR-10001615",70,80,4,5,4,76,6
"3973",3973,"2022-09-28","Standard Class","Consumer","United States","New York City","New York",10009,"East","Office Supplies","Paper","OFF-PA-10000466",10,10,2,2,0.2,9.8,-0.2
"3974",3974,"2023-08-25","Standard Class","Consumer","United States","New York City","New York",10009,"East","Office Supplies","Binders","OFF-BI-10003708",30,30,5,2,0.6,29.4,-0.6
"3975",3975,"2023-10-17","Standard Class","Consumer","United States","New York City","New York",10009,"East","Furniture","Furnishings","FUR-FU-10004848",350,410,8,4,16.4,393.6,43.6
"3976",3976,"2023-04-02","Standard Class","Consumer","United States","New York City","New York",10009,"East","Office Supplies","Binders","OFF-BI-10000320",30,40,7,3,1.2,38.8,8.8
"3977",3977,"2022-06-26","First Class","Consumer","United States","Richmond","Virginia",23223,"South","Furniture","Furnishings","FUR-FU-10003731",30,40,4,5,2,38,8
"3978",3978,"2022-10-20","Standard Class","Home Office","United States","Seattle","Washington",98105,"West","Office Supplies","Fasteners","OFF-FA-10002780",10,10,3,3,0.3,9.7,-0.3
"3979",3979,"2023-02-13","Standard Class","Home Office","United States","Seattle","Washington",98105,"West","Technology","Phones","TEC-PH-10003800",70,80,2,3,2.4,77.6,7.6
"3980",3980,"2023-01-08","Standard Class","Corporate","United States","New York City","New York",10024,"East","Furniture","Tables","FUR-TA-10001676",50,50,2,2,1,49,-1
"3981",3981,"2023-12-22","Standard Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Appliances","OFF-AP-10002350",50,60,3,2,1.2,58.8,8.8
"3982",3982,"2022-12-04","Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Furniture","Furnishings","FUR-FU-10003096",20,20,3,3,0.6,19.4,-0.6
"3983",3983,"2023-05-21","Second Class","Consumer","United States","Los Angeles","California",90045,"West","Furniture","Chairs","FUR-CH-10003061",240,290,4,3,8.7,281.3,41.3
"3984",3984,"2023-05-18","Second Class","Consumer","United States","Los Angeles","California",90045,"West","Technology","Copiers","TEC-CO-10003763",2350,2800,5,2,56,2744,394
"3985",3985,"2022-09-17","Second Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Paper","OFF-PA-10002923",40,50,1,2,1,49,9
"3986",3986,"2022-03-13","Standard Class","Consumer","United States","Lakewood","California",90712,"West","Furniture","Bookcases","FUR-BO-10003441",210,260,3,4,10.4,249.6,39.6
"3987",3987,"2022-01-12","Standard Class","Home Office","United States","Plainfield","New Jersey",7060,"East","Office Supplies","Storage","OFF-ST-10001780",2120,2590,4,5,129.5,2460.5,340.5
"3988",3988,"2023-12-19","Standard Class","Home Office","United States","Plainfield","New Jersey",7060,"East","Office Supplies","Appliances","OFF-AP-10001962",30,40,5,4,1.6,38.4,8.4
"3989",3989,"2022-08-16","Standard Class","Corporate","United States","Columbia","Tennessee",38401,"South","Furniture","Furnishings","FUR-FU-10003798",70,80,5,5,4,76,6
"3990",3990,"2022-05-11","Second Class","Consumer","United States","Woonsocket","Rhode Island",2895,"East","Furniture","Furnishings","FUR-FU-10001095",50,50,2,3,1.5,48.5,-1.5
"3991",3991,"2023-07-02","Standard Class","Consumer","United States","Lancaster","Pennsylvania",17602,"East","Office Supplies","Supplies","OFF-SU-10000157",270,290,3,2,5.8,284.2,14.2
"3992",3992,"2022-11-03","Standard Class","Corporate","United States","Tampa","Florida",33614,"South","Furniture","Furnishings","FUR-FU-10001095",50,60,3,4,2.4,57.6,7.6
"3993",3993,"2023-08-04","Standard Class","Corporate","United States","Tampa","Florida",33614,"South","Office Supplies","Supplies","OFF-SU-10004261",40,40,3,3,1.2,38.8,-1.2
"3994",3994,"2022-09-01","Standard Class","Corporate","United States","Tampa","Florida",33614,"South","Office Supplies","Art","OFF-AR-10004022",140,170,6,2,3.4,166.6,26.6
"3995",3995,"2022-04-20","Standard Class","Consumer","United States","Kenosha","Wisconsin",53142,"Central","Furniture","Bookcases","FUR-BO-10002916",410,510,3,3,15.3,494.7,84.7
"3996",3996,"2022-07-01","Standard Class","Consumer","United States","Kenosha","Wisconsin",53142,"Central","Furniture","Chairs","FUR-CH-10002084",730,860,7,4,34.4,825.6,95.6
"3997",3997,"2023-10-03","Standard Class","Consumer","United States","Kenosha","Wisconsin",53142,"Central","Technology","Phones","TEC-PH-10003012",660,770,5,2,15.4,754.6,94.6
"3998",3998,"2023-10-02","Standard Class","Consumer","United States","Kenosha","Wisconsin",53142,"Central","Office Supplies","Art","OFF-AR-10002704",10,10,1,3,0.3,9.7,-0.3
"3999",3999,"2022-12-12","Standard Class","Consumer","United States","Kenosha","Wisconsin",53142,"Central","Furniture","Furnishings","FUR-FU-10000308",310,370,6,2,7.4,362.6,52.6
"4000",4000,"2022-01-09","Second Class","Corporate","United States","Port Saint Lucie","Florida",34952,"South","Furniture","Bookcases","FUR-BO-10004709",200,230,5,5,11.5,218.5,18.5
"4001",4001,"2022-08-26","Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Furniture","Furnishings","FUR-FU-10001196",50,60,11,5,3,57,7
"4002",4002,"2023-08-13","Standard Class","Home Office","United States","Seattle","Washington",98115,"West","Technology","Accessories","TEC-AC-10002942",290,350,5,4,14,336,46
"4003",4003,"2023-06-03","Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Furniture","Tables","FUR-TA-10004915",520,640,3,5,32,608,88
"4004",4004,"2022-04-06","Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Technology","Machines","TEC-MA-10001016",240,290,3,4,11.6,278.4,38.4
"4005",4005,"2022-12-20","Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Envelopes","OFF-EN-10000483",30,40,3,4,1.6,38.4,8.4
"4006",4006,"2022-05-21","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Office Supplies","Art","OFF-AR-10003087",0,0,1,3,0,0,0
"4007",4007,"2023-07-05","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Office Supplies","Paper","OFF-PA-10000520",30,30,4,3,0.9,29.1,-0.9
"4008",4008,"2023-08-14","Standard Class","Consumer","United States","Roswell","Georgia",30076,"South","Technology","Accessories","TEC-AC-10001553",90,100,6,2,2,98,8
"4009",4009,"2022-09-12","Standard Class","Corporate","United States","Louisville","Colorado",80027,"West","Office Supplies","Art","OFF-AR-10000634",10,10,2,2,0.2,9.8,-0.2
"4010",4010,"2022-09-18","Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Furniture","Furnishings","FUR-FU-10001215",380,470,11,5,23.5,446.5,66.5
"4011",4011,"2023-07-15","First Class","Consumer","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Paper","OFF-PA-10001204",10,10,2,3,0.3,9.7,-0.3
"4012",4012,"2023-02-04","First Class","Consumer","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Storage","OFF-ST-10002444",40,40,4,4,1.6,38.4,-1.6
"4013",4013,"2022-07-31","Standard Class","Home Office","United States","Superior","Wisconsin",54880,"Central","Office Supplies","Art","OFF-AR-10000203",20,20,4,3,0.6,19.4,-0.6
"4014",4014,"2022-01-27","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Appliances","OFF-AP-10000828",480,540,3,3,16.2,523.8,43.8
"4015",4015,"2023-02-08","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Labels","OFF-LA-10003190",10,10,3,3,0.3,9.7,-0.3
"4016",4016,"2023-02-27","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Paper","OFF-PA-10002319",160,190,5,2,3.8,186.2,26.2
"4017",4017,"2022-10-25","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Paper","OFF-PA-10003893",20,20,5,5,1,19,-1
"4018",4018,"2023-01-25","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Paper","OFF-PA-10002499",90,100,2,5,5,95,5
"4019",4019,"2022-10-30","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Technology","Accessories","TEC-AC-10004568",200,250,9,5,12.5,237.5,37.5
"4020",4020,"2022-10-28","Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Appliances","OFF-AP-10001492",20,30,3,2,0.6,29.4,9.4
"4021",4021,"2022-02-04","Standard Class","Consumer","United States","Chester","Pennsylvania",19013,"East","Furniture","Chairs","FUR-CH-10004698",140,170,3,4,6.8,163.2,23.2
"4022",4022,"2022-01-20","Standard Class","Consumer","United States","Chester","Pennsylvania",19013,"East","Technology","Phones","TEC-PH-10004093",70,80,3,3,2.4,77.6,7.6
"4023",4023,"2022-05-01","Standard Class","Consumer","United States","Chester","Pennsylvania",19013,"East","Furniture","Chairs","FUR-CH-10000454",770,850,5,4,34,816,46
"4024",4024,"2023-05-04","First Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Bookcases","FUR-BO-10003034",450,560,5,2,11.2,548.8,98.8
"4025",4025,"2022-01-22","First Class","Corporate","United States","San Francisco","California",94110,"West","Technology","Phones","TEC-PH-10003215",100,100,4,5,5,95,-5
"4026",4026,"2023-05-12","First Class","Corporate","United States","Bedford","Texas",76021,"Central","Office Supplies","Paper","OFF-PA-10001776",30,30,4,5,1.5,28.5,-1.5
"4027",4027,"2022-11-24","First Class","Corporate","United States","Bedford","Texas",76021,"Central","Office Supplies","Art","OFF-AR-10004582",10,10,7,2,0.2,9.8,-0.2
"4028",4028,"2023-05-19","First Class","Corporate","United States","Bedford","Texas",76021,"Central","Technology","Phones","TEC-PH-10001557",130,150,2,3,4.5,145.5,15.5
"4029",4029,"2022-01-06","First Class","Corporate","United States","Bedford","Texas",76021,"Central","Office Supplies","Binders","OFF-BI-10004209",10,10,8,2,0.2,9.8,-0.2
"4030",4030,"2022-06-05","Standard Class","Consumer","United States","Lafayette","Louisiana",70506,"South","Technology","Machines","TEC-MA-10003183",400,480,3,2,9.6,470.4,70.4
"4031",4031,"2022-04-09","Standard Class","Consumer","United States","Lafayette","Louisiana",70506,"South","Furniture","Chairs","FUR-CH-10002439",190,230,4,3,6.9,223.1,33.1
"4032",4032,"2023-03-18","Standard Class","Home Office","United States","Covington","Washington",98042,"West","Office Supplies","Appliances","OFF-AP-10000576",220,240,6,5,12,228,8
"4033",4033,"2022-02-14","Standard Class","Home Office","United States","Covington","Washington",98042,"West","Office Supplies","Paper","OFF-PA-10004040",20,30,5,5,1.5,28.5,8.5
"4034",4034,"2023-05-28","Standard Class","Home Office","United States","Covington","Washington",98042,"West","Technology","Accessories","TEC-AC-10003063",90,100,4,4,4,96,6
